speed_y	speed_x	thw	timestamp	distan	thw2	gun	a_y	a_z	brake	position_x	position_y	front	a_x	speed	steer	drive-status	distan	obs-thw	obs-speed	ttc
-1.730929	-1.706274	1.98886588506	1533173672.223672	4.82615619893	1.98877823036	23.596552	0.525562	-0.272115	14.071870	470802.886861	4399216.709515	137.313776	-0.273861	2.430532	32.063831	1.000000	-36.0345530919	-1.54766458821	23.2831799386	3.53653047327
-1.736436	-1.707436	1.98060616352	1533173672.233672	4.81375122479	1.98053398383	23.596552	0.506855	0.004817	14.071870	470802.869543	4399216.691644	137.399296	-0.316892	2.435272	32.063831	1.000000	-36.1308703821	-1.55773835829	23.1944409597	3.53834452181
-1.745533	-1.710142	1.96651907332	1533173672.248672	4.78886577202	1.96646032641	23.550774	0.553356	0.327767	14.094759	470802.843466	4399216.664712	137.527750	-0.365432	2.443659	32.063831	1.000000	-36.225643229	-1.56788903677	23.1047238545	3.53440811009
-1.746288	-1.709349	1.98803626678	1533173672.253672	4.75137787312	1.94437025507	23.550774	0.590924	0.034227	14.094759	470802.833398	4399216.658034	137.569122	-0.301555	2.443644	32.085106	1.000000	-36.225643229	-1.56788903677	23.1047238545	3.55592530355
-1.754831	-1.711995	1.93944541545	1533173672.268672	4.73929646968	1.93943817908	23.527885	0.783265	-0.057199	14.088655	470802.807621	4399216.631556	137.700190	-0.226257	2.451603	32.085106	1.000000	-36.3508069964	-1.58145758035	22.9856351812	3.5209029958
-1.761388	-1.713130	1.91806952579	1533173672.278672	4.7023432802	1.91806882281	23.527885	0.510516	-0.324524	14.088655	470802.790490	4399216.614031	137.787002	-0.166648	2.457093	32.085106	1.000000	-36.4130424968	-1.58829198954	22.925912072	3.50636151533
-1.766992	-1.713641	1.90381078902	1533173672.288675	4.67783620427	1.90380917786	23.495842	0.522413	0.250657	14.105440	470802.773345	4399216.596439	137.874226	-0.308284	2.461468	32.085106	1.000000	-36.4130424968	-1.58829198954	22.925912072	3.49210277856
-1.774361	-1.715641	1.89044630582	1533173672.298672	4.65327140255	1.89044562129	23.495842	0.363414	-0.252367	14.105440	470802.756199	4399216.578794	137.961862	-0.315894	2.468153	32.085106	1.000000	-36.5370010928	-1.60184519714	22.8093208745	3.49229150296
-1.779786	-1.716196	1.87536015843	1533173672.308672	4.62866791992	1.87535696528	23.715572	0.624248	0.169621	13.994049	470802.739032	4399216.560971	138.049515	-0.297775	2.472441	32.106384	1.000000	-36.5986924021	-1.60864742481	22.7512205829	3.48400758324
-1.786636	-1.718034	1.86209902354	1533173672.318672	4.6039219061	1.86209576127	23.715572	0.519941	-0.406143	13.994049	470802.721855	4399216.543087	138.138131	-0.312878	2.478650	32.106384	1.000000	-36.6601817625	-1.61559892989	22.6913877474	3.47769795343
-1.791809	-1.717849	1.84743002875	1533173672.328672	4.57912499516	1.84742702485	23.715572	0.747900	0.106163	13.994049	470802.704666	4399216.525142	138.226936	-0.262163	2.482254	32.106384	1.000000	-36.7214725973	-1.62253554279	22.6321529661	3.46996557154
-1.799142	-1.718811	1.83473819084	1533173672.338672	4.5542757548	1.83473397759	23.683527	0.430047	-0.316524	14.122225	470802.687473	4399216.507132	138.315838	-0.326351	2.488217	32.106384	1.000000	-36.7214725973	-1.62253554279	22.6321529661	3.45727373363
-1.805602	-1.718219	1.82033454536	1533173672.348672	4.52937677212	1.82033028957	23.683527	0.551336	0.338150	14.122225	470802.670275	4399216.489053	138.404942	-0.363213	2.492484	32.106384	1.000000	-36.8440376748	-1.63693159301	22.5079886246	3.45726613837
-1.813513	-1.719072	1.80720724719	1533173672.358672	4.50442438815	1.80720293015	23.624018	0.335618	-0.259684	14.094759	470802.653078	4399216.470904	138.493861	-0.489894	2.498808	32.106384	1.000000	-36.9045722984	-1.64424003168	22.4447596382	3.45144727887
-1.819004	-1.718877	1.80190143326	1533173672.368672	4.47942192833	1.79262349421	23.624018	0.597565	0.012050	14.094759	470802.634436	4399216.454861	138.579927	-0.432279	2.502661	32.106384	1.000000	-36.9045722984	-1.64424003168	22.4447596382	3.44614146494
-1.825789	-1.719789	1.78005586524	1533173672.378672	4.45482717259	1.78003619851	23.637751	0.531806	-0.315423	14.116121	470802.617268	4399216.436520	138.668803	-0.469483	2.508223	32.127659	1.000000	-36.9950149705	-1.65462574289	22.358539464	3.43468160813
-1.828529	-1.719649	1.7660900478	1533173672.383672	4.42970482171	1.7660729615	23.637751	0.571800	-0.200685	14.116121	470802.608681	4399216.427324	138.713000	-0.420309	2.510121	32.127659	1.000000	-37.0550988881	-1.66217062062	22.2931980799	3.42826066842
-1.838532	-1.719397	1.75974977604	1533173672.398672	4.4171229702	1.75972511692	23.926146	0.513497	-0.179783	14.099337	470802.582923	4399216.399640	138.846457	-0.424580	2.517246	32.148937	1.000000	-37.1150417074	-1.66893944896	22.2386987919	3.428689225
-1.845110	-1.719349	1.73972632511	1533173672.408672	4.3793092374	1.739722394	23.926146	0.429997	-0.002573	14.099337	470802.565781	4399216.381234	138.935149	-0.377712	2.522022	32.148937	1.000000	-37.174793166	-1.67585872211	22.1825340499	3.41558504722
-1.852446	-1.719841	1.72645920403	1533173672.418672	4.35415712023	1.72645485259	23.909361	0.431008	0.050452	14.097811	470802.548636	4399216.362756	139.024271	-0.428363	2.527728	32.170212	1.000000	-37.2343524639	-1.68238611871	22.131870948	3.40884532274
-1.859330	-1.719699	1.71258909928	1533173672.428672	4.32895022576	1.71258546242	23.909361	0.424343	-0.189618	14.097811	470802.531491	4399216.344212	139.113660	-0.422176	2.532681	32.170212	1.000000	-37.2937063196	-1.68936109276	22.0756275727	3.40195019204
-1.866124	-1.719787	1.69926815518	1533173672.438672	4.30369491049	1.69926449896	23.872740	0.549216	-0.030982	14.094759	470802.514345	4399216.325597	139.203149	-0.460025	2.537732	32.170212	1.000000	-37.3539112074	-1.69642365151	22.0192115183	3.39569180669
-1.872231	-1.720213	1.68591250534	1533173672.448672	4.2783867391	1.68590959924	23.872740	0.487011	-0.120407	14.094759	470802.497200	4399216.306920	139.292560	-0.418585	2.542514	32.170212	1.000000	-37.4128369218	-1.70371109357	21.9596133775	3.38962359891
-1.881541	-1.723249	1.67669565319	1533173672.463672	4.25303360612	1.67276703535	23.842222	0.581665	0.012093	14.143587	470802.469673	4399216.280798	139.425441	-0.305866	2.551428	32.170212	1.000000	-37.5300465695	-1.71822105549	21.8423854426	3.39491670868
-1.888515	-1.724221	1.65205350796	1533173672.473677	4.21508502754	1.65204937295	23.842222	0.517018	-0.072216	14.143587	470802.452400	4399216.261855	139.515894	-0.298909	2.557230	32.170212	1.000000	-37.5883561136	-1.72545211715	21.7846416832	3.37750562511
-1.891197	-1.724217	1.6382786921	1533173672.478672	4.18944923617	1.638276274	23.805599	0.564879	0.030991	14.122225	470802.443774	4399216.252373	139.560820	-0.336501	2.559209	32.170212	1.000000	-37.5883561136	-1.72545211715	21.7846416832	3.36373080925
-1.900904	-1.725310	1.63200577949	1533173672.493672	4.17663064807	1.63200060959	23.805599	0.462776	-0.046169	14.122225	470802.417861	4399216.223807	139.697173	-0.342869	2.567125	32.191490	1.000000	-37.6464946448	-1.73249796764	21.7296039291	3.36450374713
-1.906853	-1.725406	1.61194524149	1533173672.503672	4.13806252746	1.61194430636	24.008545	0.537263	0.055179	14.119173	470802.400538	4399216.204680	139.789628	-0.372957	2.571597	32.234043	1.000000	-37.7622508675	-1.74798893894	21.6032550472	3.35993418043
-1.922515	-1.730048	1.60572852875	1533173672.513672	4.11225693838	1.59910629013	24.008545	0.577825	0.057825	14.119173	470802.381530	4399216.187168	139.881367	-0.371756	2.586335	32.234043	1.000000	-37.8210108706	-1.75524541754	21.5474203736	3.36097394629
-1.928739	-1.730526	1.58007180119	1533173672.523675	4.08641174129	1.58000094392	23.981079	0.633303	0.057340	14.169528	470802.363914	4399216.167215	139.973730	-0.339863	2.591284	32.276596	1.000000	-37.8785295554	-1.76289023262	21.4866069677	3.34296203381
