speed_y	speed_x	gun	timestamp	a_z	a_y	a_x	brake	position_x	position_y	front	speed	steer	drive-status	distan	thw	thw2
-1.132033	-4.176571	17.465477	1533173664.378627	-0.026007	-0.245286	-1.060525	14.044404	470812.256247	4399221.786179	106.702172	4.327268	21.553192	1.000000	15.7511662755	3.63869434309	3.63865837363
-1.137083	-4.173856	17.465477	1533173664.383627	-0.098690	-0.207949	-1.079722	14.044404	470812.235536	4399221.780676	106.752050	4.325972	21.553192	1.000000	15.7082923951	3.63011698059	3.63007153593
-1.151188	-4.166921	20.151064	1533173664.398627	-0.067217	-0.108989	-1.098342	14.041352	470812.173275	4399221.763967	106.900002	4.323015	21.744680	1.000000	15.6868627771	3.6262314923	3.62620534232
-1.160876	-4.161879	20.151064	1533173664.408627	-0.211233	-0.121440	-0.952507	14.041352	470812.131761	4399221.752695	106.999278	4.320749	21.744680	1.000000	15.6223986569	3.61380852563	3.61377387238
-1.169687	-4.157465	19.592585	1533173664.418627	-0.147093	-0.106033	-1.017658	14.013885	470812.090291	4399221.741326	107.098400	4.318875	21.957447	1.000000	15.5793815652	3.60574892231	3.60571316806
-1.177429	-4.153833	19.592585	1533173664.428627	-0.216835	-0.226039	-0.888893	14.013885	470812.048860	4399221.729878	107.197799	4.317484	21.957447	1.000000	15.5363813899	3.59736042602	3.59732138345
-1.185156	-4.150289	18.280308	1533173664.438627	-0.230154	-0.224421	-0.860303	13.987946	470812.007463	4399221.718352	107.296562	4.316190	22.106382	1.000000	15.4933978529	3.58856371338	3.58852467152
-1.191542	-4.145850	18.280308	1533173664.448627	-0.158341	-0.224009	-0.857040	13.987946	470811.966109	4399221.706756	107.395388	4.313681	22.106382	1.000000	15.4504262312	3.57968556923	3.57964460118
-1.196474	-4.139575	17.631800	1533173664.463626	-0.135428	-0.140545	-0.676676	14.094759	470811.903134	4399221.692410	107.531511	4.309017	22.297873	1.000000	15.4074771854	3.57735404859	3.57177018546
-1.201043	-4.136771	17.631800	1533173664.473627	-0.296656	-0.003880	-0.533527	14.094759	470811.861938	4399221.680779	107.632226	4.307595	22.297873	1.000000	15.3428888091	3.56071503703	3.5606470824
-1.206558	-4.133759	17.579920	1533173664.483631	-0.075022	-0.111542	-0.521459	13.994049	470811.820762	4399221.669095	107.733080	4.306245	22.468084	1.000000	15.3000823776	3.55195024855	3.55188507221
-1.210723	-4.130388	17.579920	1533173664.493627	-0.111286	-0.213961	-0.548543	13.994049	470811.779542	4399221.657250	107.834243	4.304179	22.468084	1.000000	15.2572807559	3.54308997175	3.5430591515
-1.215696	-4.126784	17.532616	1533173664.503627	-0.246025	-0.297081	-0.559288	14.065766	470811.738340	4399221.645353	107.936407	4.302123	22.574469	1.000000	15.2143926173	3.53482446019	3.53479551323
-1.222422	-4.129217	17.532616	1533173664.513627	-0.084268	-0.298295	-0.616911	14.065766	470811.695739	4399221.635987	108.039737	4.306362	22.574469	1.000000	15.1715073818	3.53519188272	3.52651641569
-1.227715	-4.124844	19.626154	1533173664.523627	-0.124746	-0.227337	-0.576033	14.067292	470811.654222	4399221.623763	108.143723	4.303675	22.595745	1.000000	15.127888955	3.51292055585	3.51291622836
-1.233187	-4.121374	19.626154	1533173664.533630	-0.238832	-0.076292	-0.563390	14.067292	470811.612733	4399221.611482	108.247536	4.301915	22.595745	1.000000	15.0846097745	3.50505678971	3.50505318699
-1.238170	-4.114594	18.614481	1533173664.548627	0.253074	-0.135158	-0.630176	13.971161	470811.549563	4399221.596021	108.393123	4.296853	22.595745	1.000000	15.0413413094	3.50092861392	3.49642922034
-1.244719	-4.110733	18.614481	1533173664.558627	-0.257903	-0.269390	-0.591314	13.971161	470811.508276	4399221.583703	108.498277	4.295049	22.595745	1.000000	14.9763067692	3.48542228855	3.48541287525
-1.248186	-4.109945	16.977188	1533173664.563627	-0.060534	-0.288637	-0.667586	13.998627	470811.487647	4399221.577519	108.551646	4.295302	22.595745	1.000000	14.9332213947	3.47685828296	3.47684540845
-1.257671	-4.104023	16.977188	1533173664.578627	-0.274369	-0.279323	-0.734594	13.998627	470811.425814	4399221.558871	108.710661	4.292406	22.595745	1.000000	14.9116854364	3.47163356656	3.4716267765
-1.261352	-4.101015	17.352560	1533173664.583627	-0.169038	-0.171365	-0.724676	14.021515	470811.405224	4399221.552621	108.763460	4.290609	22.595745	1.000000	14.8471016321	3.45893591508	3.45892295186
-1.272585	-4.093428	17.352560	1533173664.598627	-0.063864	-0.167439	-0.855331	14.021515	470811.343531	4399221.533757	108.923767	4.286680	22.595745	1.000000	14.8255839511	3.45536054257	3.45535655919
-1.280980	-4.088467	16.847486	1533173664.608626	0.272876	-0.168805	-0.799328	13.994049	470811.302425	4399221.521083	109.029451	4.284445	22.595745	1.000000	14.7610713419	3.44348345149	3.44347405028
-1.290058	-4.082941	16.847486	1533173664.618627	0.098397	-0.158267	-0.892621	13.994049	470811.261357	4399221.508317	109.135938	4.281898	22.595745	1.000000	14.7180558386	3.43523879678	3.43523042976
-1.299546	-4.078575	20.479134	1533173664.628627	0.020810	-0.290432	-1.002656	14.021515	470811.220344	4399221.495461	109.241430	4.280607	22.595745	1.000000	14.6750494277	3.42723831477	3.42723003391
-1.304109	-4.075854	20.479134	1533173664.633627	-0.013524	-0.273050	-1.030841	14.021515	470811.199856	4399221.488998	109.293970	4.279402	22.595745	1.000000	14.6320687006	3.41823730922	3.41822285965
-1.314070	-4.065818	19.368277	1533173664.648627	-0.171458	-0.174322	-1.042648	14.068818	470811.137602	4399221.472575	109.445651	4.272898	22.595745	1.000000	14.6105854858	3.41873914864	3.4141652235
-1.318261	-4.062742	19.368277	1533173664.653627	-0.020960	-0.150774	-1.055677	14.068818	470811.117267	4399221.466096	109.497968	4.271263	22.595745	1.000000	14.5462016722	3.4043237056	3.40429415169
-1.331671	-4.054936	17.239643	1533173664.668627	-0.211536	-0.128064	-0.923110	14.067292	470811.056344	4399221.446529	109.653783	4.268004	22.638298	1.000000	14.5248594684	3.40061605077	3.4006005878
-1.339778	-4.050094	17.239643	1533173664.678627	0.136923	-0.057203	-0.980574	14.067292	470811.015791	4399221.433375	109.757534	4.265942	22.638298	1.000000	14.4608713491	3.38822775563	3.38820473203
-1.347586	-4.045248	17.515831	1533173664.688627	0.057534	-0.182678	-0.911042	13.990997	470810.975287	4399221.420140	109.860460	4.263803	22.723404	1.000000	14.4182383393	3.37987066642	3.37984865695
-1.354471	-4.040733	17.515831	1533173664.698626	-0.285841	-0.189065	-0.848156	13.990997	470810.934831	4399221.406834	109.962806	4.261703	22.723404	1.000000	14.3756268475	3.37157459094	3.3715504322
